,newind,Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Coverage_End_Date,Party_Committee_Contribution,Cand_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Coverage_Start_Date
1907,TX16,"WILLIAMS, SAMUEL LEE JR",IND,OPEN,5928.94,5261.64,667.3,12/31/2018,0.0,200.0,5261.64,0.0,04/01/2018
1362,TX16,"SEEBERGER, RICK",REC,OPEN,50106.01,49210.07,829.99,12/31/2018,0.0,5145.74,49120.45,0.0,10/01/2017
1906,TX16,"CHAVEZ, NORMA PRISCILLA MS.",DEM,OPEN,13954.0,14621.46,985.63,12/31/2018,0.0,0.0,12918.46,826.0,01/01/2018
632,TX17,"MANTEY, DALE S",DEM,CHALLENGER,25471.0,14878.37,1411.34,03/31/2018,0.0,4000.0,14878.37,313.62,07/01/2017
747,TX17,"FLORES, BILL",REP,INCUMBENT,1383574.93,1357282.32,281628.98,12/31/2018,0.0,0.0,1240040.37,255336.37,01/01/2017
49,TX17,"STURM, SCOTT 1974",DEM,CHALLENGER,95.0,0.0,95.0,06/30/2017,0.0,0.0,0.0,0.0,04/01/2017
1376,TX17,"KENNEDY, RICHARD",DEM,CHALLENGER,132158.58,130830.84,1427.74,12/31/2018,0.0,0.0,83292.08,100.0,09/04/2017
867,TX18,"PATE, AVA",REP,CHALLENGER,10883.41,10287.27,950.78,12/31/2018,0.0,4263.41,10287.27,354.64,01/01/2017
1202,TX18,"SPENCER, LUKE",LIB,CHALLENGER,7506.96,7419.14,87.82,12/31/2018,0.0,5252.28,7419.14,0.0,07/28/2017
770,TX18,"LEE, SHEILA JACKSON",DEM,INCUMBENT,731012.49,767512.22,83337.28,12/31/2018,0.0,0.0,649305.93,118837.01,01/01/2017
1568,TX19,"LEVARIO, MIGUEL ANTONIO MR. PHD",DEM,CHALLENGER,103195.04,103195.04,0.0,12/31/2018,1673.83,0.0,102272.11,0.0,04/01/2017
152,TX19,"EPSTEIN, DANIEL JACOB",DEM,CHALLENGER,39874.58,39563.76,310.82,10/15/2018,4300.0,1398.11,38068.76,0.0,02/25/2017
46,TX19,"ARRINGTON, JODEY COOK",REP,INCUMBENT,1368767.02,1090282.95,534870.54,12/31/2018,0.0,0.0,610812.82,256386.47,01/01/2017
863,TX20,"CASTRO, JOAQUIN",DEM,INCUMBENT,956681.17,955292.8,128620.57,12/31/2018,26.02,0.0,667252.45,127232.2,01/01/2017
1921,TX21,"KRAUSE, RYAN PATRICK",REP,OPEN,29903.07,29430.15,472.92,12/31/2018,0.0,0.0,19944.09,0.0,10/01/2017
1895,TX21,"GARZA, MAURO EVERETT MR.",REP,OPEN,148455.7,119462.78,28992.92,12/31/2018,0.0,2.0,119462.78,0.0,10/01/2017
1700,TX21,"MCCALL, BRIAN MATTHEW",REP,OPEN,325678.07,324533.08,1144.99,12/31/2018,0.0,5337.16,270195.92,0.0,10/01/2017
1586,TX21,"NARVAIZ, SUSAN",REP,OPEN,70808.77,70387.05,421.72,12/31/2018,0.0,46545.84,70236.6,0.0,10/01/2017
798,TX21,"CANSECO, FRANCISCO 'QUICO'",REP,OPEN,22361.49,22361.49,127821.13,12/31/2018,0.0,236.49,22361.49,127821.13,01/01/2017
2026,TX21,"WARDLAW, PEGGY",REP,OPEN,17095.0,12289.92,4805.08,03/31/2018,0.0,0.0,12289.92,0.0,12/19/2017
1398,TX21,"TEMPLE, SAMUEL",REP,OPEN,14581.7,14405.05,86.77,04/07/2018,0.0,0.0,14405.05,0.0,10/01/2017
1677,TX21,"STOVALL, ROBERT",REP,OPEN,159554.5,157404.17,2150.33,12/31/2018,0.0,1035.0,157203.67,0.0,10/01/2017
241,TX21,"HAGEN, FOSTER",REP,OPEN,13685.01,13685.01,0.0,02/14/2018,0.0,13685.01,13685.01,0.0,11/21/2017
1248,TX21,"MCFADDEN, ELLIOTT JAMES",DEM,OPEN,114019.7,114019.7,0.0,03/31/2018,0.0,0.0,110096.72,0.0,03/16/2017
531,TX21,"SARVER, JENIFER",REP,OPEN,213468.8,208073.06,5395.74,03/31/2018,0.0,25.0,199602.08,0.0,10/01/2017
1464,TX21,"ROY, CHIP",REP,OPEN,1895147.95,1757842.15,137305.8,12/31/2018,500.0,1308.57,1747592.15,0.0,10/01/2017
1462,TX21,"NEGLEY, WILLIAM W.",REP,OPEN,342797.5,342749.92,47.58,12/31/2018,0.0,485.49,304424.92,0.0,11/20/2017
1461,TX21,"ISAAC, JASON",REP,OPEN,253514.56,253099.01,415.55,12/31/2018,0.0,1500.0,216149.01,0.0,10/01/2017
1460,TX21,"CROWE, DERRICK CHAD MR.",DEM,OPEN,179456.03,179148.24,307.79,10/19/2018,4000.0,1955.0,173134.48,0.0,04/01/2017
1156,TX21,"KOPSER, JOSEPH",DEM,OPEN,3251481.82,3236438.68,15043.14,12/31/2018,4000.0,7177.5,3082399.77,0.0,04/01/2017
430,TX21,"ANDARZA, IVAN ARTURO",REP,OPEN,8896.77,8235.6,661.17,04/23/2018,0.0,7861.77,8235.6,0.0,10/01/2017
1170,TX21,"WILSON, MARY E",DEM,OPEN,112239.74,112239.74,0.0,12/31/2018,0.0,6204.07,98296.57,0.0,04/01/2017
1744,TX21,"PRUITT, AUTRY",REP,OPEN,13191.0,13191.0,0.0,12/31/2018,0.0,0.0,13191.0,0.0,06/26/2017
1631,TX21,"MELTON, RIXI",DEM,OPEN,5521.82,3866.34,1655.48,12/31/2018,0.0,1281.34,3266.34,0.0,04/01/2017
821,TX21,"WAKELY, THOMAS MR.",DEM,OPEN,7572.37,7572.37,0.0,06/30/2017,0.0,0.0,7107.39,0.0,01/01/2017
1632,TX21,"POTEET, ALONZO MARCUS MR. III",REP,OPEN,34519.57,34519.57,0.0,12/31/2018,0.0,16579.22,32041.29,0.0,11/27/2017
1494,TX22,"JOHNSON, MARGARITA RUIZ",DEM,CHALLENGER,18523.0,15953.0,2570.0,03/06/2018,0.0,400.0,15953.0,0.0,12/01/2017
1587,TX22,"NGUYEN, DANNY QUOC MR. CCIM",REP,CHALLENGER,163217.45,163203.42,14.03,12/31/2018,0.0,0.0,111935.97,0.0,10/01/2017
1465,TX22,"OLSON, PETER G.",REP,INCUMBENT,1538411.12,1927405.71,68848.97,12/31/2018,0.0,0.0,1858895.14,457843.56,01/01/2017
1110,TX22,"PLUMMER, LETITIA",DEM,CHALLENGER,131621.92,129774.39,1847.53,12/31/2018,4000.0,2943.56,129175.23,0.0,06/05/2017
1989,TX22,"GREEN, JAMES",REP,CHALLENGER,9345.64,9355.47,0.0,03/31/2018,0.0,0.0,9355.47,0.0,10/13/2017
1446,TX22,"BROWN II, STEPHEN KEITH",DEM,CHALLENGER,55029.07,53215.97,1813.1,12/31/2018,0.0,0.0,48704.33,0.0,10/01/2017
409,TX22,"GIBSON, MARK",DEM,CHALLENGER,19877.79,24793.52,-4915.73,12/31/2018,1525.79,0.0,24793.52,0.0,01/01/2017
1925,TX22,"SWENY, SARA KELLEN MRS.",IND,CHALLENGER,12393.46,10628.31,1765.15,12/31/2018,0.0,5840.96,9628.31,0.0,11/09/2016
197,TX22,"KULKARNI, SRI PRESTON",DEM,CHALLENGER,1637103.82,1609335.83,27767.99,12/31/2018,1000.0,14824.9,1417395.39,0.0,10/01/2017
1445,TX22,"ZMRHAL, ERIC",REP,CHALLENGER,19413.15,21803.36,6165.89,05/04/2018,0.0,353.15,19007.47,917.0,07/01/2017
1616,TX23,"HULINGS, JAY",DEM,CHALLENGER,617990.01,617971.66,18.35,12/31/2018,0.0,14773.97,567867.99,0.0,08/29/2017
1954,TX23,"TREVINO, RICARDO JOSE JR",DEM,CHALLENGER,56021.38,43103.09,17286.87,12/31/2018,1500.0,0.0,43103.09,153.96,07/01/2017
317,TX23,"HILDT, ROBERT TRAVIS",GRE,CHALLENGER,19250.0,18596.0,100.0,12/27/2018,0.0,0.0,18046.0,0.0,04/01/2018
242,TX23,"JONES, GINA ORTIZ",DEM,CHALLENGER,6195216.24,6103697.69,91518.55,12/31/2018,4000.0,200.0,6074125.39,0.0,07/01/2017
415,TX23,"VILLESCAZ, ANGELA",DEM,CHALLENGER,2535.0,4154.3,-1919.3,02/14/2018,0.0,0.0,4154.3,-300.0,11/17/2017
669,TX23,"ARREDONDO-LYNCH, ALMA D.D.S",REP,CHALLENGER,31465.0,30836.54,628.46,07/13/2018,0.0,0.0,30836.54,0.0,07/01/2017
1321,TX23,"CANALES, JUDITH ANN",DEM,CHALLENGER,39055.05,35129.0,3926.05,12/31/2018,0.0,296.05,34629.0,0.0,07/01/2017
749,TX23,"HURD, WILLIAM",REP,INCUMBENT,5163892.22,5192900.98,1137.66,12/31/2018,0.0,0.0,4991597.33,30146.42,01/01/2017
797,TX24,"MARCHANT, KENNY E MR.",REP,INCUMBENT,1243732.28,1103925.68,1521917.55,12/31/2018,0.0,0.0,922278.56,1382298.68,01/01/2017
1409,TX24,"MCDOWELL, JAN",DEM,CHALLENGER,108709.32,95507.42,13320.34,12/31/2018,5000.0,0.0,95136.86,118.44,01/01/2017
265,TX24,"ALLEN, EDWARD",DEM,CHALLENGER,13344.39,13276.99,67.4,04/24/2018,0.0,3596.39,12576.99,0.0,04/01/2017
13,TX24,"BIGGAN, JOHN",DEM,CHALLENGER,86564.64,86564.64,0.0,06/30/2018,4000.0,12736.64,86564.64,0.0,10/01/2017
285,TX25,"PANDA, CHETAN",DEM,CHALLENGER,116152.57,109650.27,3361.68,07/18/2018,0.0,0.0,109605.03,0.0,03/01/2017
104,TX25,"OLIVER, JULIE LYNN",DEM,CHALLENGER,645926.18,645926.18,0.0,12/31/2018,4000.0,3799.49,639803.46,0.0,10/01/2017
818,TX25,"WILLIAMS, ROGER",REP,INCUMBENT,1651609.99,1647321.88,923687.71,12/31/2018,0.0,0.0,1617121.88,919399.6,01/01/2017
315,TX25,"HANSEN, EDWARD WESTERGAARD",DEM,CHALLENGER,53232.28,56648.35,0.0,10/15/2018,4000.0,0.0,56648.35,100.0,10/01/2017
549,TX25,"THOMAS, KATHI",DEM,CHALLENGER,40355.2,44254.63,0.0,07/10/2018,4000.0,0.0,44254.63,3478.4,01/01/2017
1923,TX25,"PERRI, CHRISTOPHER MICHAEL",DEM,CHALLENGER,238362.99,236982.26,1380.73,12/31/2018,4000.0,2801.93,236882.26,0.0,04/01/2017
1926,TX26,"FAGAN, LINSEY",DEM,CHALLENGER,176157.24,106139.87,53142.69,12/31/2018,4000.0,1173.18,106139.87,0.0,01/01/2017
734,TX26,"WANNAMAKER, JOHN K",DEM,CHALLENGER,93.4,148.25,55.15,12/31/2017,0.0,33.99,148.25,110.0,07/07/2017
52,TX26,"BERSHAD, IRA MR.",DEM,CHALLENGER,11252.02,11197.48,53.64,07/11/2017,0.0,0.0,11197.48,0.0,04/01/2017
789,TX26,"BURGESS, MICHAEL C. DR.",REP,INCUMBENT,1684056.21,1744861.24,417299.96,12/31/2018,663.98,0.0,1613134.46,478104.99,01/01/2017
465,TX26,"FISHER, WILLIAM CARL",DEM,CHALLENGER,95128.16,82777.45,12350.71,12/31/2018,4000.0,9455.76,82727.45,0.0,04/01/2017
1335,TX26,"BIRKENSTOCK, VERONICA",REP,CHALLENGER,193718.19,192136.87,1581.32,12/31/2018,0.0,17162.94,190665.29,0.0,04/01/2017
1955,TX27,"HOLGUIN, ERIC",DEM,OPEN,202465.79,198801.62,293.49,12/31/2018,5650.0,0.0,197047.87,0.0,07/01/2017
731,TX27,"WESTERGREN, MICHAEL J",DEM,OPEN,12683.0,9144.0,0.0,07/21/2018,0.0,0.0,0.0,0.0,04/27/2018
206,TX27,"CUTRIGHT, JUDITH LYNN",IND,OPEN,3150.0,3975.62,-825.62,07/12/2018,0.0,0.0,2475.62,0.0,04/01/2018
1306,TX27,"PEREZ, MARTY",REP,OPEN,153231.07,153231.07,0.0,07/20/2018,0.0,128000.0,139098.03,0.0,04/01/2018
75,TX27,"BARRERA, RAUL (ROY)",DEM,OPEN,12296.18,10202.04,4800.49,08/21/2018,2000.0,0.0,10202.04,2706.35,01/01/2017
468,TX27,"BRUUN, BECH",REP,OPEN,662739.22,662520.68,218.54,12/31/2018,0.0,0.0,654620.68,0.0,12/04/2017
1610,TX27,"DUERR, JAMES MATTHEW",REP,,33258.3,65154.8,-36661.3,12/31/2018,0.0,0.0,65154.8,7534.52,07/01/2018
1339,TX27,"CLOUD, MICHAEL",REP,INCUMBENT,746292.27,688599.86,57692.41,12/31/2018,300.0,0.0,682749.09,0.0,07/01/2017
1373,TX27,"MCDONALD, RONNIE CHARLES",DEM,OPEN,16283.93,16691.62,92.31,07/15/2018,0.0,0.0,16691.62,500.0,08/22/2017
1111,TX27,"MAPP, CHRIS",REP,OPEN,47924.5,52442.4,-4517.9,12/31/2018,561.0,0.0,45442.4,0.0,10/04/2017
759,TX28,"CUELLAR, HENRY R.",DEM,INCUMBENT,1659081.5,1191861.58,2545003.97,12/31/2018,0.0,13500.0,714177.52,2077784.05,01/01/2017
895,TX29,"REYES, AUGUSTINE H",DEM,OPEN,23552.73,20278.84,3273.89,03/31/2018,0.0,0.0,15353.84,0.0,11/08/2017
335,TX29,"MONTIEL, CARMEN",REP,OPEN,34836.95,34693.6,143.35,11/20/2018,0.0,3348.84,28405.34,0.0,12/20/2017
1994,TX29,"ZOUBOULIKOS-BLANCO, JAIMY ANNETTE",REP,OPEN,31675.96,24582.76,7093.2,12/31/2018,0.0,0.0,24582.76,0.0,01/01/2018
828,TX29,"GARCIA, SYLVIA R",DEM,OPEN,1249436.99,1062440.62,186996.37,12/31/2018,4000.0,3130.0,988432.25,0.0,10/01/2017
1942,TX29,"MORALES, HECTOR ADRIAN MR.",DEM,OPEN,11178.04,11121.62,31.32,12/31/2018,0.0,105.0,9921.62,0.0,04/06/2017
2112,TX29,"GARCIA, ROEL",DEM,OPEN,58407.4,56410.42,0.0,12/31/2018,0.0,266.93,51910.42,0.0,10/01/2017
18,TX29,"VALENCIA, PEDRO",DEM,OPEN,5598.35,5566.46,31.89,06/30/2018,0.0,0.0,3763.46,0.0,10/01/2017
1157,TX29,"JAVED, MUHAMMAD TAHIR",DEM,OPEN,1934178.33,1906960.61,27217.72,12/31/2018,4000.0,533416.0,1794342.98,0.0,12/06/2017
469,TX29,"ARONOFF, PHILLIP ARNOLD",REP,OPEN,98542.03,98484.59,57.44,12/31/2018,0.0,0.0,97819.59,0.0,12/04/2017
792,TX30,"CARAWAY, BARBARA LEN MALLORY",DEM,CHALLENGER,80311.11,80490.8,31.6,12/31/2018,0.0,0.0,78868.28,211.29,01/01/2017
2120,TX30,"JOHNSON, EDDIE BERNICE",DEM,INCUMBENT,506030.77,271717.09,321136.73,12/31/2018,0.0,0.0,261597.09,86823.05,01/01/2017
1359,TX31,"MANN, CHRISTINE EADY",DEM,CHALLENGER,95312.0,92526.04,1437.27,12/31/2018,4000.0,2114.26,88636.69,-264.82,04/01/2017
223,TX31,"LESTER, RICHARD KENT",DEM,CHALLENGER,209924.9,209924.9,0.0,05/29/2018,0.0,80000.0,169504.39,0.0,04/01/2017
929,TX31,"CLARK, MIKE",DEM,CHALLENGER,17365.81,18004.14,444.14,12/31/2018,0.0,535.57,16101.46,1082.47,01/01/2017
1995,TX31,"HEGAR, MARY JENNINGS MJ",DEM,CHALLENGER,5122102.12,5069600.64,47481.9,12/31/2018,4000.0,7301.56,4998676.37,0.0,07/01/2017
992,TX31,"SWEENEY, MIKE",REP,CHALLENGER,56221.11,55243.96,1795.75,12/31/2018,0.0,0.0,55243.96,818.6,01/01/2017
794,TX31,"CARTER, JOHN R. REP.",REP,INCUMBENT,1820252.88,1968957.43,254704.97,12/31/2018,0.0,0.0,1784649.91,403409.52,01/01/2017
941,TX32,"DEE, MICHAEL",IND,CHALLENGER,777.14,0.0,777.14,03/31/2018,0.0,0.0,0.0,0.0,01/01/2018
398,TX32,"MARSHALL, RONALD WILLIAM",DEM,CHALLENGER,3661.07,3512.34,0.0,03/31/2018,0.0,20.0,342.34,0.0,01/01/2017
1689,TX32,"SESSIONS, PETE MR.",REP,INCUMBENT,5098437.38,5225907.24,376669.27,12/31/2018,663.98,0.0,5119796.55,504139.13,01/01/2017
534,TX32,"PELLETT, DANIELLE JESSICA",DEM,CHALLENGER,15976.72,14220.45,1816.27,12/31/2017,0.0,480.0,14220.45,60.0,11/09/2016
2050,TX32,"RODRIGUEZ, GEORGE",DEM,CHALLENGER,133793.68,133824.5,0.0,07/24/2018,0.0,8192.75,128920.38,0.0,05/10/2017
1164,TX32,"MEIER, EDWARD",DEM,CHALLENGER,1016874.1,1016708.2,165.9,05/28/2018,4000.0,0.0,911349.59,0.0,05/01/2017
1080,TX32,"SHIPP, BRETT R.",DEM,CHALLENGER,127727.18,127727.18,0.0,03/22/2018,4000.0,1.0,118062.21,0.0,11/21/2017
69,TX32,"MATERNOWSKI, TODD",DEM,CHALLENGER,5731.0,5709.42,-102.36,03/07/2018,0.0,0.0,5709.42,0.0,04/01/2017
1997,TX32,"SALERNO, LILLIAN",DEM,CHALLENGER,698945.72,697064.42,1881.3,12/31/2018,0.0,17409.1,664904.42,0.0,07/01/2017
1996,TX32,"ALLRED, COLIN",DEM,CHALLENGER,5972679.56,5869234.53,103445.03,12/31/2018,4871.93,0.0,5750487.11,0.0,04/23/2017
972,TX33,"BILLUPS, WILLIE KAILAWN",REP,CHALLENGER,59561.06,60062.25,-501.19,12/31/2018,0.0,6500.0,57247.25,0.0,10/06/2017
819,TX33,"VEASEY, MARC ALLISON MR.",DEM,INCUMBENT,1500002.86,1409498.33,459860.48,12/31/2018,4059.59,0.0,1306039.93,369355.95,01/01/2017
1535,TX34,"VELA, FILEMON",DEM,INCUMBENT,1102565.14,726634.62,605874.08,12/31/2018,0.0,0.0,554283.65,229943.56,01/01/2017
2031,TX34,"GONZALEZ, REY DR.",REP,CHALLENGER,87995.75,95421.53,-1475.43,12/31/2018,0.0,0.0,95121.53,0.0,01/01/2017
1588,TX35,"SMALLING, DAVID",REP,CHALLENGER,46669.0,46370.89,298.11,12/31/2018,0.0,0.0,26892.87,0.0,10/23/2017
1233,TX35,"ALEXANDER, SHERRILL KENNETH",REP,CHALLENGER,10180.69,16931.69,0.0,07/13/2018,0.0,9215.69,16631.69,0.0,06/12/2017
1571,TX35,"DOGGETT, LLOYD",DEM,INCUMBENT,1125596.19,513675.72,4293703.43,12/31/2018,16.34,148.0,244626.51,3681782.96,01/01/2017
1353,TX36,"STEELE, DAYNA MS.",DEM,CHALLENGER,902066.46,901866.46,0.0,12/31/2018,0.0,137.0,877990.09,0.0,04/01/2017
39,TX36,"BABIN, BRIAN",REP,INCUMBENT,1183030.9,1000300.37,736915.47,12/31/2018,0.0,0.0,751152.65,554184.94,01/01/2017
424,TX36,"POWELL, JONATHAN A",DEM,CHALLENGER,85489.36,85867.37,0.0,09/30/2018,4000.0,9685.32,82216.12,0.0,04/01/2017
327,UT01,"DAVIS, ADAM",GRE,CHALLENGER,1480.0,1273.71,180.29,09/30/2018,125.0,0.0,1273.71,0.0,12/01/2017
1354,UT01,"ELIASON, ERIC R",UNI,CHALLENGER,257503.0,253310.23,4192.77,12/31/2018,5000.0,92000.0,235720.23,0.0,01/01/2018
448,UT01,"WEILAND, KUT FREDERICK",DEM,CHALLENGER,14372.0,14030.61,-401.09,10/11/2018,0.0,0.0,14030.61,0.0,01/01/2018
1536,UT01,"BISHOP, ROBERT",REP,INCUMBENT,1202661.11,1043801.42,343359.0,12/31/2018,0.0,0.0,803124.72,184499.31,01/01/2017
1634,UT01,"CASTILLO, LEE MR",DEM,CHALLENGER,27151.0,25997.0,0.0,11/26/2018,0.0,0.0,23654.09,0.0,02/23/2018
1507,UT02,"GARBETT, JAN",UNK,CHALLENGER,379575.0,298034.36,81540.64,12/31/2018,0.0,0.0,217771.64,0.0,01/01/2018
864,UT02,"STEWART, CHRIS",REP,INCUMBENT,987509.79,938943.7,142017.84,12/31/2018,500.0,0.0,884106.65,93451.75,01/01/2017
294,UT02,"BURKETT, MARY",REP,CHALLENGER,11180.3,11180.3,0.0,06/30/2018,0.0,0.0,11180.3,0.0,07/01/2017
752,UT02,"SNOW, MISTY K",DEM,CHALLENGER,7726.74,7685.28,41.46,03/21/2018,0.0,0.0,4387.76,0.0,04/01/2017
1545,UT02,"GHORBANI, SHIREEN SARAH",DEM,CHALLENGER,460608.81,442738.79,17870.02,12/31/2018,8218.48,1637.83,442438.79,0.0,10/01/2017
704,UT03,"DAW, BRAD",REP,CHALLENGER,6823.0,6823.0,0.0,06/30/2017,0.0,0.0,6823.0,0.0,04/01/2017
1113,UT03,"ALLEN, KATHRY",DEM,CHALLENGER,869873.36,869801.14,-1200.0,12/31/2018,0.0,0.0,861889.66,0.0,01/01/2017
399,UT03,"WHALEN, SEAN W",UN,OPEN,39174.15,39174.15,0.0,03/31/2018,0.0,8290.63,38974.15,0.0,06/12/2017
1211,UT03,"AINGE, TANNER D",REP,OPEN,296913.0,296904.0,0.0,09/30/2018,0.0,0.0,257339.09,0.0,04/01/2017
705,UT03,"DAYTON, MARGARET",REP,CHALLENGER,57290.0,57290.0,0.0,06/30/2017,0.0,0.0,57290.0,0.0,04/01/2017
993,UT03,"BENNETT, JAMES MCKAY",UNK,OPEN,19190.0,21304.84,0.0,03/31/2018,0.0,0.0,21304.84,2114.98,07/01/2017
2004,UT03,"SINGER, JAMES COURAGE",DEM,CHALLENGER,28342.72,33609.35,-510.0,12/31/2018,0.0,0.0,33534.35,4946.88,01/01/2018
1650,UT03,"CURTIS, JOHN",REP,INCUMBENT,1628253.3,1463994.23,164259.07,12/31/2018,0.0,0.0,1379063.06,0.0,04/01/2017
703,UT03,"KIDD, DAMIAN",REP,CHALLENGER,27286.22,27286.22,0.0,06/30/2017,0.0,0.0,25786.22,0.0,01/01/2017
657,UT03,"HENDERSON, DEIDRE",REP,OPEN,37065.0,37065.0,0.0,09/30/2017,0.0,0.0,37040.0,0.0,04/01/2017
815,UT03,"HERROD, CHRISTOPHER NILES",REP,CHALLENGER,259379.22,255189.48,0.0,06/30/2018,5000.0,1174.63,244389.48,-72.0,04/01/2017
816,UT03,"HERROD, CHRIS NILES",REP,CHALLENGER,14679.55,10489.81,0.0,06/30/2018,0.0,1174.63,10489.81,-72.0,04/16/2018
620,UT03,"BUCHMAN, JOSEPH GEDDES DR. PHD",LIB,OPEN,9326.0,10233.42,-200.49,04/20/2018,5000.0,0.0,6900.42,706.93,07/01/2017
2118,UT04,"LOVE, MIA",REP,INCUMBENT,5867354.72,5951840.23,102871.0,12/31/2018,1000.0,0.0,5711402.04,187356.51,01/01/2017
656,UT04,"MOTT-SMITH, MARLA LOUISE",DEM,CHALLENGER,21423.71,21428.71,0.0,11/07/2017,0.0,174.71,13534.36,5.0,04/01/2017
795,UT04,"TAYLOR, TOM",DEM,CHALLENGER,11104.83,10253.92,0.0,07/15/2018,0.0,208.2,5794.77,0.0,04/01/2017
1960,UT04,"MCADAMS, BEN",DEM,CHALLENGER,3384889.76,3306517.59,78372.17,12/31/2018,8223.08,0.0,3297517.59,0.0,10/01/2017
1611,UT04,"MATHESON, JAMES DAVID",DEM,CHALLENGER,261.54,10757.37,435371.6,12/31/2018,0.0,0.0,8757.37,445867.43,01/01/2017
1077,UT04,"MCDONALD, DARLENE",DEM,CHALLENGER,49924.53,48692.45,1232.08,09/30/2018,0.0,5877.5,46609.45,0.0,04/01/2017
1166,VA01,"SANTANA, EDWIN JR",DEM,CHALLENGER,59367.35,58756.28,611.07,12/31/2018,0.0,0.0,58036.65,0.0,01/01/2017
2096,VA01,"WILLIAMS, VANGIE",DEM,CHALLENGER,506912.95,366217.03,140695.92,12/31/2018,5125.0,0.0,364819.75,0.0,01/01/2017
63,VA01,"HICKS, TOM",DEM,CHALLENGER,49180.19,49180.19,0.0,06/30/2018,0.0,14080.01,14205.81,0.0,07/01/2017
1961,VA01,"WITTMAN, ROBERT J MR.",REP,INCUMBENT,1568765.28,2103338.52,357921.36,12/31/2018,0.0,0.0,2019479.32,892494.6,01/01/2017
1234,VA01,"SAWYERS, RYAN",DEM,CHALLENGER,124450.12,124450.12,0.0,03/27/2018,0.0,82686.1,123323.87,0.0,03/29/2017
1253,VA01,"SUDDARTH, JOHN",DEM,CHALLENGER,92041.4,92041.4,0.0,07/06/2018,0.0,35578.38,92041.4,0.0,10/01/2017
1666,VA02,"BROWN, SHAUN DENISE",DEM,CHALLENGER,716689.27,717224.83,13.88,12/31/2018,0.0,711605.42,715891.35,4.32,01/01/2017
1443,VA02,"MALLARD, KAREN POWERS MRS.",DEM,CHALLENGER,75293.38,75293.38,0.0,10/31/2018,0.0,2619.86,72317.66,0.0,07/01/2017
1966,VA02,"LURIA, ELAINE",DEM,CHALLENGER,4278196.33,4270824.21,7372.12,12/31/2018,10000.0,5360.1,4232456.73,0.0,01/01/2018
1930,VA02,"JONES, MARY",REP,CHALLENGER,89806.14,89806.14,0.0,09/03/2018,0.0,0.0,85029.67,0.0,07/01/2017
1612,VA02,"TAYLOR, SCOTT W. MR.",REP,INCUMBENT,4035206.47,4083442.48,16731.38,12/31/2018,1000.0,0.0,4052675.62,64967.39,01/01/2017
229,VA02,"BELOTE, DAVE",DEM,CHALLENGER,192065.13,192065.13,0.0,12/22/2017,0.0,0.0,81465.13,0.0,07/01/2017
1944,VA03,"SCOTT, ROBERT C MR",DEM,INCUMBENT,653415.07,615208.35,148742.68,12/31/2018,0.0,0.0,325817.85,110924.8,01/01/2017
1469,VA04,"FENTY, SHION",REP,CHALLENGER,15809.81,15809.81,0.0,07/26/2018,0.0,87.98,13198.01,0.0,01/01/2018
1154,VA04,"WELLS, PETER JOSEPH",LIB,CHALLENGER,3409.0,2591.0,226.0,12/31/2018,300.0,0.0,10.0,0.0,01/01/2018
930,VA04,"MCEACHIN, ASTON DONALD",DEM,INCUMBENT,863818.58,931320.54,211508.45,12/31/2018,30.75,0.0,647199.72,279010.41,01/01/2017
1749,VA04,"MCADAMS, RYAN A. MR.",REP,CHALLENGER,239418.39,238960.01,458.38,12/31/2018,3023.95,0.0,235402.56,0.0,12/14/2017
637,VA05,"SNEATHERN, ANDREW",DEM,OPEN,282193.79,286510.45,0.04,09/04/2018,0.0,762.3,238389.68,0.0,04/01/2017
1221,VA05,"CULLOP, BENJAMIN NIEL",DEM,OPEN,300321.4,300321.4,0.0,12/31/2018,0.0,17985.63,283132.23,0.0,07/01/2017
1975,VA05,"RIGGLEMAN, DENVER LEE MR. III",REP,OPEN,1951976.0,1941098.64,10877.36,12/31/2018,14500.0,0.0,1891090.85,0.0,04/01/2018
162,VA05,"HUFFSTETLER, ROGER DEAN RD",DEM,OPEN,1140434.18,1133255.48,7178.7,12/31/2018,0.0,0.0,862186.17,0.0,04/01/2017
658,VA05,"SLATE, ADAM",DEM,OPEN,15832.85,15832.85,0.0,09/01/2018,0.0,0.0,7052.85,0.0,04/01/2017
1167,VA05,"COCKBURN, LESLIE",DEM,OPEN,3538321.62,3530910.19,7411.43,12/31/2018,3856.26,178158.15,3217313.46,0.0,07/13/2017
87,VA06,"CLINE, BENJAMIN LEE",REP,OPEN,999245.1,980497.57,18747.53,12/31/2018,5000.0,1550.0,878104.3,0.0,10/01/2017
233,VA06,"WRIGHT, DOUGLAS DAVID DR.",REP,OPEN,48571.35,48571.34,0.0,10/30/2018,0.0,0.0,38842.71,0.0,01/01/2018
1008,VA06,"DUNBAR, CYNTHIA",REP,OPEN,141496.62,141183.24,313.38,12/31/2018,3000.0,0.0,135201.77,0.0,10/01/2017
91,VA06,"COPPOLA, SERGIO MR. II",DEM,OPEN,5425.97,5425.97,0.0,06/18/2018,0.0,580.52,5341.42,0.0,10/01/2017
